user_id,age,gender,subscription_type,tenure_months,weekly_viewing_hours,content_diversity,price_increase,technical_issues,customer_service_calls,account_sharing,competing_services,last_login_days,binge_watching,user_rating,recommended_content_watched,signup_date,region,device_type,churn_probability
159,56,M,Basic,47,12.553960442637973,3,1,0,1,1,4,8,0,4.379760168075099,0.5569484186282629,2023-01-10 18:28:14.279677,Latin America,Mobile,0.5445446929170471
160,66,F,Basic,51,15.152902928120287,5,0,0,0,1,0,24,0,4.696867048974184,0.7233586117188129,2023-01-11 18:28:14.279677,Oceania,TV,0.27887463686404934
161,69,F,Standard,9,6.710827230739315,4,0,0,0,0,2,11,0,3.021021561003641,0.3816883057489959,2023-01-12 18:28:14.279677,Europe,Computer,0.4337877847452844
162,49,F,Basic,32,14.272626135333079,8,0,1,0,1,3,4,1,1.989378684573376,0.31909996323685563,2023-01-13 18:28:14.279677,Asia,Computer,0.375093128256976
163,21,F,Basic,11,4.540330498023435,5,0,1,1,1,1,0,0,2.6053920169540725,0.8528345731854773,2023-01-14 18:28:14.279677,Latin America,TV,0.39283643667226453
164,47,F,Basic,8,14.451237504182544,8,0,1,0,0,2,21,0,3.8754562915352433,0.2200950402742703,2023-01-15 18:28:14.279677,North America,Computer,0.4212503138138833
165,54,F,Premium,33,10.859196698967656,9,1,1,0,0,3,14,1,4.50413148608506,0.18024603731114308,2023-01-16 18:28:14.279677,Oceania,Tablet,0.4751866750148063
166,40,M,Standard,23,12.766256099923918,4,1,1,1,1,0,7,1,2.7403637067980973,0.015607436655260876,2023-01-17 18:28:14.279677,Europe,TV,0.4765465084980938
167,56,F,Basic,25,4.122026971875742,7,0,1,0,0,1,0,0,3.141523821528245,0.21057778202918676,2023-01-18 18:28:14.279677,Europe,Computer,0.37972991385755767
168,62,F,Basic,56,5.5246507886169764,2,0,0,0,1,4,17,0,4.727131973105013,0.5185314333167084,2023-01-19 18:28:14.279677,Asia,TV,0.4074338682472114
169,32,M,Basic,8,12.986141091266923,6,1,0,1,0,0,12,0,1.4299945484377163,0.5385088730141135,2023-01-20 18:28:14.279677,Europe,Computer,0.5563119070075299
170,60,F,Standard,45,5.258259978878996,8,0,2,0,0,3,28,1,4.449196867896496,0.25442049119553434,2023-01-21 18:28:14.279677,Oceania,Computer,0.4197785181245355
171,46,F,Standard,22,12.316031460495616,7,0,0,0,1,1,0,1,1.6372299290077437,0.07227417004119985,2023-01-22 18:28:14.279677,Oceania,Mobile,0.34534296333012726
172,53,F,Basic,59,3.1643109676987713,7,1,0,0,1,1,4,0,2.935445401162481,0.7446407963452062,2023-01-23 18:28:14.279677,Europe,TV,0.45811138260504486
173,30,M,Basic,4,14.24087106333334,8,1,1,0,0,0,17,0,1.8736925146522383,0.7579753485622998,2023-01-24 18:28:14.279677,Oceania,Mobile,0.5357646877712212
174,49,M,Basic,40,3.837383426157455,7,1,1,0,1,1,15,1,3.411790522762417,0.9978363962915615,2023-01-25 18:28:14.279677,Oceania,Computer,0.44195950763976355
175,24,Other,Standard,3,12.761499688397617,5,1,1,0,0,3,25,1,3.2342936868330643,0.9000295705347177,2023-01-26 18:28:14.279677,North America,TV,0.5505039340740933
176,68,F,Standard,29,13.128154668230003,7,1,0,0,0,0,9,1,2.5200294569630075,0.9260620645176425,2023-01-27 18:28:14.279677,Latin America,TV,0.4095638078222072
177,39,M,Basic,41,6.516140907852126,3,0,0,0,1,4,29,0,4.453214059380498,0.7982038257439419,2023-01-28 18:28:14.279677,Oceania,Tablet,0.43308848380472675
178,45,F,Basic,29,12.910132835423635,5,0,1,0,0,0,3,0,3.6392532811522393,0.6155028533824991,2023-01-29 18:28:14.279677,Oceania,Tablet,0.316571906989364
179,19,F,Basic,34,11.30221131666778,7,0,0,2,0,0,0,0,3.8848204998477747,0.12854595760451049,2023-01-30 18:28:14.279677,Asia,Computer,0.3146052028228168
180,59,F,Premium,34,7.305790719036309,9,0,0,1,0,4,22,0,1.6026389528306741,0.6223132974558777,2023-01-31 18:28:14.279677,Latin America,Computer,0.4429818793944248
181,62,F,Basic,28,4.957226579618959,2,0,0,1,1,3,7,0,4.5326627119024705,0.055955860414626635,2023-02-01 18:28:14.279677,Latin America,Computer,0.44296783291531466
182,23,M,Standard,13,0.18687154163710495,4,0,1,0,0,2,4,0,1.6681606544800736,0.8852991112711923,2023-02-02 18:28:14.279677,Latin America,Computer,0.4320457073111837
183,45,M,Standard,15,11.748250236498468,7,0,0,0,0,2,1,0,1.8911398568398408,0.48182133541419747,2023-02-03 18:28:14.279677,Europe,Tablet,0.3990182070480678
184,45,M,Basic,23,2.175986143189724,1,0,0,1,1,4,23,1,1.5122205539875218,0.6974728319758002,2023-02-04 18:28:14.279677,North America,TV,0.49905378455888966
185,61,F,Basic,44,10.476720997206542,2,0,1,0,0,3,16,0,2.7614368318752622,0.052243663695964004,2023-02-05 18:28:14.279677,North America,Mobile,0.45372944770709295
186,61,M,Basic,26,8.682758919588755,9,0,2,0,1,1,6,1,4.5508369270092395,0.5342484229228254,2023-02-06 18:28:14.279677,Asia,TV,0.36114341771259173
187,37,M,Standard,4,13.395713877190978,7,0,0,0,1,4,16,0,2.0097900784394382,0.30126339785336254,2023-02-07 18:28:14.279677,Latin America,TV,0.4921400769746374
188,47,M,Standard,26,8.489772502550679,7,1,1,0,0,2,27,1,2.495013681691813,0.28496826573724565,2023-02-08 18:28:14.279677,Latin America,Tablet,0.5321098633122953
189,28,F,Standard,40,8.352761068264543,6,0,0,0,0,3,5,0,4.384265680301688,0.3896559147031825,2023-02-09 18:28:14.279677,Oceania,TV,0.35560255899846854
190,45,F,Standard,9,13.659353521441478,3,0,0,0,0,0,28,1,3.4712611190355567,0.0006394608605349017,2023-02-10 18:28:14.279677,Europe,TV,0.3702240975333791
191,42,M,Basic,55,11.675290145420588,3,1,0,1,1,3,21,0,4.006465574585107,0.4666608817201735,2023-02-11 18:28:14.279677,Europe,Computer,0.5385203974647814
192,56,M,Premium,5,11.580779785913892,2,0,2,1,1,3,14,0,1.8560001977444593,0.4865666836079383,2023-02-12 18:28:14.279677,Asia,Mobile,0.5700567689595526
193,50,F,Standard,56,12.346337949042631,6,0,0,0,0,2,4,1,3.865959453330302,0.8631309158390641,2023-02-13 18:28:14.279677,North America,TV,0.2412125416243079
194,18,M,Basic,32,2.322139383964471,4,0,0,1,0,2,14,0,1.91044231456709,0.4485256078824824,2023-02-14 18:28:14.279677,Latin America,TV,0.44738726121327177
195,44,M,Premium,20,13.783943399934909,5,0,0,0,0,1,17,0,4.9492559288426445,0.36355629386767285,2023-02-15 18:28:14.279677,Asia,Mobile,0.3412215608822746
196,69,M,Standard,50,13.062343970068012,3,1,0,3,0,1,17,1,3.2395446245069492,0.9947470513624633,2023-02-16 18:28:14.279677,Europe,Computer,0.41729944795398277
197,30,M,Standard,11,4.916584357117514,6,0,1,0,0,4,24,1,3.782557032172548,0.5712133246024963,2023-02-17 18:28:14.279677,Europe,Tablet,0.42590740536457017
198,58,M,Standard,15,8.779597631628993,3,0,1,0,1,0,20,0,1.4736063365660113,0.47261320863413947,2023-02-18 18:28:14.279677,Europe,Tablet,0.41490944614514336
199,20,F,Premium,32,9.803463561861845,8,0,0,0,0,1,20,0,2.002623920166278,0.4959358345483794,2023-02-19 18:28:14.279677,Latin America,TV,0.3677818979836271
200,56,M,Standard,28,9.327516077991337,9,0,0,0,1,2,22,0,1.5589626382574173,0.8091812975088051,2023-02-20 18:28:14.279677,Latin America,Computer,0.39046855496533345
201,23,F,Basic,22,11.669299832842674,4,0,0,1,0,3,5,0,2.5606828610868924,0.34067636897016085,2023-02-21 18:28:14.279677,Latin America,Tablet,0.4498901151402591
202,25,M,Basic,41,17.156833909155917,9,0,0,0,0,4,1,1,2.136543456821594,0.3891604626859456,2023-02-22 18:28:14.279677,Oceania,Tablet,0.36259267800619716
203,44,F,Premium,17,15.408833638364143,7,0,1,0,0,1,26,0,3.931689038522277,0.7558733593374654,2023-02-23 18:28:14.279677,North America,Tablet,0.34456440779547676
204,26,F,Basic,59,3.4389040328429683,3,0,2,0,1,3,16,0,1.4348359185126047,0.07298373961376947,2023-02-24 18:28:14.279677,Europe,Tablet,0.542300096107183
205,54,M,Basic,26,13.110349951530242,7,0,0,0,0,3,20,1,4.008237473801473,0.8651691581432587,2023-02-25 18:28:14.279677,Europe,Tablet,0.34859418795184244
206,50,F,Standard,44,16.64466659767705,1,0,0,1,0,1,3,0,1.18281929855435,0.43020269646796994,2023-02-26 18:28:14.279677,Oceania,TV,0.3714965269625414
207,68,M,Standard,7,11.934042603446013,3,0,1,2,0,0,11,1,1.8080713492895697,0.5812929755056484,2023-02-27 18:28:14.279677,Europe,Tablet,0.35695345807965323
208,59,Other,Standard,42,15.454902125929834,6,1,1,1,1,0,18,0,4.167859967858412,0.7574761592598351,2023-02-28 18:28:14.279677,Europe,TV,0.41757347414226603
209,61,M,Premium,57,20.061352228503825,4,0,2,0,0,4,1,0,3.9711065644315795,0.26605192243934483,2023-03-01 18:28:14.279677,Latin America,Mobile,0.4295811395609649
210,41,M,Basic,26,15.118547730534907,7,0,0,0,0,0,25,0,2.9053044556754535,0.8903142083206511,2023-03-02 18:28:14.279677,Latin America,Mobile,0.33752205739034097
211,32,M,Basic,25,11.246542978208645,3,0,1,0,1,4,1,0,1.1999308603102072,0.9792249722566108,2023-03-03 18:28:14.279677,North America,Computer,0.46630895298645286
212,49,Other,Basic,10,15.225442370423767,1,0,0,1,1,2,13,0,3.4395749666771973,0.4942743614061246,2023-03-04 18:28:14.279677,Europe,TV,0.44194865976006414
213,49,F,Premium,59,10.724439165484457,9,1,1,0,0,1,14,0,2.6268964158963937,0.9369373650326733,2023-03-05 18:28:14.279677,Asia,Computer,0.42183299176613626
214,41,F,Standard,45,10.119515216424777,6,0,0,0,1,3,19,0,2.266112600791879,0.0011286225269827588,2023-03-06 18:28:14.279677,Europe,Mobile,0.4255251435678209
215,58,M,Basic,19,8.242928821431338,8,1,1,0,0,4,1,0,3.561642547306137,0.8942378296355283,2023-03-07 18:28:14.279677,Europe,Mobile,0.5593313046911428
216,69,F,Premium,11,17.81706679416054,3,0,0,0,1,0,3,0,2.7464582488069054,0.31104531975130556,2023-03-08 18:28:14.279677,North America,Mobile,0.36183681640035653
217,66,M,Premium,13,5.907856670289993,8,1,0,1,1,4,18,0,1.3696844018127146,0.31149542472760194,2023-03-09 18:28:14.279677,Asia,Mobile,0.6512634464344046
218,66,F,Premium,53,17.66183862339058,2,0,1,0,0,4,8,0,4.663801882049377,0.2280888647699394,2023-03-10 18:28:14.279677,Europe,Tablet,0.3710910799689724
219,69,M,Premium,8,12.499320618701857,4,1,1,0,1,0,6,1,4.113972397813516,0.3170139011509019,2023-03-11 18:28:14.279677,Asia,Mobile,0.4581093109868762
220,29,M,Basic,40,3.003469125990293,3,0,0,0,0,0,29,0,1.2255127651622097,0.2134845836986351,2023-03-12 18:28:14.279677,Latin America,Tablet,0.43557048202174825
221,56,M,Standard,4,11.838246464957107,1,0,0,0,0,1,12,0,3.1002554807627822,0.9058691063099717,2023-03-13 18:28:14.279677,Latin America,Tablet,0.39850113261552206
222,19,M,Standard,47,0.0,7,0,0,1,1,3,26,1,1.3335102515945132,0.8990237272133664,2023-03-14 18:28:14.279677,Asia,Computer,0.38018813241696525
223,20,F,Premium,31,13.127540084155179,2,0,0,0,1,1,11,0,4.34915943623394,0.10221131492062252,2023-03-15 18:28:14.279677,Europe,Tablet,0.3586987844085988
224,66,M,Standard,28,14.426157414944955,4,1,0,0,0,1,2,1,3.4520558442078872,0.14285842886649247,2023-03-16 18:28:14.279677,Asia,Computer,0.46215412303310394
225,54,F,Standard,11,7.038220221739732,9,0,0,0,0,0,12,1,1.6897965342922738,0.8620186390106666,2023-03-17 18:28:14.279677,Asia,Tablet,0.3138362207296656
226,66,M,Standard,43,10.61773847977791,6,0,0,0,0,0,14,0,1.082965371224803,0.39893777087274596,2023-03-18 18:28:14.279677,Latin America,Tablet,0.3494916604056442
227,34,F,Basic,1,19.770787168751433,8,0,0,0,1,3,13,0,1.1263240485856825,0.16927167733927828,2023-03-19 18:28:14.279677,Asia,Mobile,0.49337312272858164
228,66,M,Standard,49,7.471266478690317,2,0,1,0,1,4,23,1,3.029461888259319,0.5106694024365672,2023-03-20 18:28:14.279677,Oceania,TV,0.39812523534608085
229,19,M,Premium,47,4.705462064716998,7,0,0,1,1,1,8,0,3.9374939147070953,0.416668049920095,2023-03-21 18:28:14.279677,Oceania,Tablet,0.30710103317565746
230,19,F,Premium,52,17.408317012312992,6,0,1,0,0,3,12,1,1.4833618053358366,0.2191615537379652,2023-03-22 18:28:14.279677,Latin America,TV,0.3540342426579495
231,45,M,Basic,38,19.812935952653973,9,0,1,0,1,1,22,0,1.8851362636598301,0.7207522182776344,2023-03-23 18:28:14.279677,Europe,TV,0.3457290300028518
232,40,M,Basic,24,10.018478359239237,7,1,0,0,1,4,21,0,2.309039780678129,0.6312893123327309,2023-03-24 18:28:14.279677,Europe,TV,0.6202177820513224
233,54,F,Basic,54,15.057315177041781,1,0,1,1,1,1,3,0,1.872307128244612,0.09966161355544056,2023-03-25 18:28:14.279677,Latin America,Tablet,0.3807418606889664
234,49,F,Standard,57,16.707379577654407,8,0,1,0,0,2,20,0,2.5653462507486346,0.9253867143253425,2023-03-26 18:28:14.279677,Europe,TV,0.3045804086848799
235,50,M,Premium,47,6.28757883730808,3,1,1,0,0,3,7,0,3.2384600230603047,0.5584699657300691,2023-03-27 18:28:14.279677,North America,Tablet,0.5333988102443409
236,18,M,Basic,31,7.573470823160658,2,0,0,1,0,0,2,1,3.739746992965237,0.2502044870635418,2023-03-28 18:28:14.279677,Oceania,Mobile,0.316738370331673
237,36,F,Standard,41,16.154372565773674,3,0,1,0,1,1,1,1,4.855100728828914,0.2062918150723635,2023-03-29 18:28:14.279677,North America,Tablet,0.2603698876334943
238,19,M,Premium,46,18.425071393542545,6,0,1,0,0,3,18,1,4.723374678732778,0.13594798137220154,2023-03-30 18:28:14.279677,North America,Computer,0.30993258361726833
239,61,M,Standard,50,12.814404300871773,3,0,1,0,1,3,27,0,3.280507899315658,0.42463740639035075,2023-03-31 18:28:14.279677,North America,Mobile,0.39976725833052096
240,43,M,Standard,26,5.6009282324897285,5,0,0,0,0,1,22,1,3.9366002258254187,0.13554101309083677,2023-04-01 18:28:14.279677,Latin America,TV,0.3463843264592085
241,49,F,Standard,49,19.935305558497205,6,1,2,0,1,0,7,1,4.8034888185017115,0.41581641259522617,2023-04-02 18:28:14.279677,North America,TV,0.4256021252165434
242,23,F,Standard,50,7.345145510940178,8,0,0,1,0,0,16,1,1.3338877781656193,0.14877042823411768,2023-04-03 18:28:14.279677,Asia,Computer,0.302717241526911
243,49,M,Basic,5,8.324311094142741,7,0,0,0,0,1,12,0,1.0225390394457166,0.6568075215238893,2023-04-04 18:28:14.279677,Europe,Mobile,0.44186974475612956
244,21,M,Standard,20,11.711689172448107,8,1,0,1,0,3,6,1,1.119199054918333,0.7852420216863583,2023-04-05 18:28:14.279677,Latin America,Computer,0.5271686347105142
245,28,M,Standard,52,17.77080210357387,3,1,0,1,0,0,8,0,3.2533974494918554,0.5495227475227586,2023-04-06 18:28:14.279677,Asia,TV,0.42867621418878193
246,34,F,Premium,41,14.269879882761119,4,0,1,0,0,1,11,0,4.051333701210137,0.6800568748548973,2023-04-07 18:28:14.279677,Asia,Tablet,0.30481167484848254
247,55,M,Standard,11,12.074327501809552,6,0,2,0,1,1,28,1,2.4682998029801384,0.9383787370840609,2023-04-08 18:28:14.279677,Oceania,TV,0.43023307874924177
248,41,M,Standard,56,12.316442650590531,7,0,0,0,0,1,13,0,3.1809566989104745,0.6383715295706078,2023-04-09 18:28:14.279677,Oceania,Computer,0.2880674994801743
249,22,F,Basic,54,10.21757334321733,9,1,0,0,0,3,13,0,3.0654652741941475,0.3641581981838826,2023-04-10 18:28:14.279677,Asia,Tablet,0.5196190664919168
250,69,M,Standard,33,12.790697572592531,1,1,0,2,0,0,14,1,1.3790835663680783,0.44948015867491553,2023-04-11 18:28:14.279677,Oceania,Tablet,0.4933629255937076
251,51,F,Basic,50,0.0,8,0,1,0,0,3,2,0,2.286353056896196,0.860525226072037,2023-04-12 18:28:14.279677,Europe,TV,0.3777704870822838
252,23,M,Basic,38,8.516962704651007,8,0,1,0,0,2,14,1,1.077740620729208,0.1307203189500964,2023-04-13 18:28:14.279677,Europe,Tablet,0.3935419128952757
253,39,M,Standard,27,11.206609674583905,6,0,0,1,0,0,18,1,1.4428227552260435,0.3257370224504327,2023-04-14 18:28:14.279677,Oceania,Mobile,0.3371577601380754
254,28,M,Premium,34,4.244929581902465,4,1,0,0,0,3,23,0,4.247432891639111,0.5772800689704841,2023-04-15 18:28:14.279677,North America,TV,0.5548879557453648
255,65,F,Basic,15,11.9316165890578,3,0,0,0,0,0,19,0,4.317653988993276,0.6763895694084344,2023-04-16 18:28:14.279677,Asia,TV,0.3601070657144543
256,33,F,Standard,32,8.977643895069392,3,0,0,0,1,2,13,1,4.207785280180278,0.7634990754317053,2023-04-17 18:28:14.279677,Europe,Mobile,0.3169521480727656
257,50,F,Premium,58,18.77737849157745,6,1,0,1,0,4,7,0,3.9072745638089463,0.31820679599608714,2023-04-18 18:28:14.279677,Oceania,TV,0.4957227452741951
258,26,M,Basic,21,17.865098626074282,8,0,2,0,0,1,4,1,4.173251385599607,0.1458591340091503,2023-04-19 18:28:14.279677,Oceania,Computer,0.38122610404968765
259,23,F,Standard,46,7.670972154409186,7,0,0,0,0,3,29,1,3.6839293650780736,0.9548392096765598,2023-04-20 18:28:14.279677,Europe,Computer,0.320999412667697
260,33,M,Standard,5,9.245811442166524,1,0,0,0,1,2,18,0,3.6793333552651544,0.07639221713203947,2023-04-21 18:28:14.279677,Europe,TV,0.4654830515347142
261,46,M,Standard,6,9.630262171958037,6,0,0,0,1,2,3,0,3.669447189967232,0.09580535578688543,2023-04-22 18:28:14.279677,North America,Mobile,0.4108459783531093
262,20,F,Basic,38,7.741702619201886,7,0,0,0,1,0,13,1,3.0561711587128166,0.49494254190196885,2023-04-23 18:28:14.279677,Oceania,Tablet,0.2918841397303367
263,37,M,Basic,22,10.975124920140633,7,0,0,0,0,0,15,0,2.4533889338593777,0.8192710281435983,2023-04-24 18:28:14.279677,Oceania,Mobile,0.3507803248372561
264,53,M,Standard,18,6.208589655562049,9,0,0,0,1,1,19,0,3.92078106464622,0.7745041063553267,2023-04-25 18:28:14.279677,Latin America,Computer,0.3385848512210423
265,36,M,Standard,14,4.3469233253123685,5,1,0,0,0,0,23,1,2.1945840543469664,0.9376992661940918,2023-04-26 18:28:14.279677,North America,TV,0.4900533184765408
266,43,M,Basic,10,13.113556119501343,1,0,0,0,0,3,5,1,3.171608525910477,0.1416025756129884,2023-04-27 18:28:14.279677,Europe,Mobile,0.4427367789383288
267,20,M,Standard,46,13.147647921109055,2,0,0,1,1,3,22,1,2.7334224808715253,0.37572725706243604,2023-04-28 18:28:14.279677,Europe,Tablet,0.37801179644913435
268,36,F,Basic,13,5.978421201700038,4,0,1,0,0,3,24,0,2.1064891083748045,0.2821421287217101,2023-04-29 18:28:14.279677,Asia,Tablet,0.5154253166120659
269,37,M,Standard,31,14.476777153812998,5,1,0,0,1,4,5,1,4.898759681809853,0.860870123554672,2023-04-30 18:28:14.279677,Europe,Tablet,0.4655039363546338
270,49,F,Basic,30,6.842111354173343,9,1,0,0,0,3,2,1,2.035006580807278,0.48835462028120036,2023-05-01 18:28:14.279677,Oceania,Tablet,0.5250550575185906
271,24,F,Premium,3,11.265826190189905,1,0,2,0,1,0,14,1,2.23717225489212,0.026847934415666352,2023-05-02 18:28:14.279677,Europe,Mobile,0.48038250580099445
272,69,M,Basic,30,14.101720063062281,3,0,0,1,1,0,28,1,1.646350007032273,0.7079644068383966,2023-05-03 18:28:14.279677,Oceania,Tablet,0.35547133939131015
273,58,M,Basic,6,9.831937176481436,5,0,0,0,0,3,2,0,4.291922501257162,0.3886980978266026,2023-05-04 18:28:14.279677,Oceania,Computer,0.43291991358770665
274,50,M,Basic,29,12.273704560705673,3,0,1,1,0,2,10,1,3.3463576022179575,0.5311467633710123,2023-05-05 18:28:14.279677,North America,Tablet,0.35992048161805984
275,57,F,Basic,8,7.417851780562142,4,0,0,1,0,2,2,1,3.4521570258895427,0.893787427009998,2023-05-06 18:28:14.279677,Europe,Computer,0.36695559409439454
276,56,M,Premium,44,9.017667082859514,3,1,1,1,1,2,27,0,4.282245647196391,0.25673777463281167,2023-05-07 18:28:14.279677,North America,Mobile,0.5307209593968079
277,35,F,Premium,45,8.970702845598298,4,1,0,3,0,1,9,0,2.3716786345195175,0.24026467561217713,2023-05-08 18:28:14.279677,Oceania,Computer,0.511468930694947
278,57,M,Basic,43,6.267108267298806,1,0,0,0,1,4,17,1,1.774533701520855,0.2631925041800893,2023-05-09 18:28:14.279677,Europe,Mobile,0.4654345318450284
279,18,F,Standard,44,9.116129184421089,8,1,0,0,1,3,0,0,1.7936214559756158,0.3381079912597027,2023-05-10 18:28:14.279677,Europe,Tablet,0.5326565796153271
280,28,M,Standard,33,2.2569085056812668,4,1,0,0,0,1,15,0,3.9304792858490374,0.10735397464609964,2023-05-11 18:28:14.279677,North America,TV,0.5289374699679231
281,45,M,Premium,17,7.544231264289476,7,0,1,1,0,2,15,0,3.45646061784979,0.6972196608085894,2023-05-12 18:28:14.279677,North America,Computer,0.3820165801692339
282,42,F,Standard,48,8.575622533151646,2,0,0,2,1,3,26,0,1.8253555143283555,0.20739871782913655,2023-05-13 18:28:14.279677,Oceania,Computer,0.4561145658985299
283,67,F,Basic,11,8.7191012375231,2,1,1,0,0,1,9,0,1.5802615785616942,0.9261457472705857,2023-05-14 18:28:14.279677,Oceania,TV,0.5821730881140003
284,40,M,Standard,13,8.792512770646105,6,0,0,0,0,0,0,0,1.4827492206478912,0.2156863139098707,2023-05-15 18:28:14.279677,Europe,Mobile,0.3843090076835898
285,48,F,Standard,50,9.691179000699355,2,1,1,0,0,2,3,1,3.511194590812151,0.2556420293087751,2023-05-16 18:28:14.279677,Europe,Mobile,0.4665640296693006
286,47,F,Basic,11,12.39720759043032,6,1,1,0,0,1,2,1,1.0004745796434,0.29702022881081636,2023-05-17 18:28:14.279677,Latin America,Tablet,0.5438688913095401
287,59,F,Standard,31,14.372585370662613,2,0,2,2,1,0,4,1,1.073277370414175,0.768538097011416,2023-05-18 18:28:14.279677,Latin America,Computer,0.3934099960474396
288,52,F,Basic,28,6.751173865758664,4,1,2,0,0,2,11,0,2.558212542504381,0.4276064874420298,2023-05-19 18:28:14.279677,Asia,Mobile,0.6590006960939127
289,24,M,Standard,44,3.983995723054278,7,1,0,0,1,4,24,1,3.7653994571046496,0.8193346240306186,2023-05-20 18:28:14.279677,Oceania,Tablet,0.5047096691626484
290,33,M,Basic,6,4.789777938784486,8,0,0,0,0,2,11,1,3.7801575059896155,0.7848537123557885,2023-05-21 18:28:14.279677,Asia,Mobile,0.36328889409913506
291,43,M,Standard,41,7.563985394025364,3,0,0,0,1,4,12,1,2.7204730944307625,0.9294904227674665,2023-05-22 18:28:14.279677,Asia,TV,0.3747975699944845
292,65,F,Standard,16,8.240393410917454,9,0,0,0,0,4,23,0,3.7642944264182785,0.7566041551040548,2023-05-23 18:28:14.279677,North America,TV,0.42259359308507294
293,69,F,Standard,4,6.150019669012714,2,0,1,0,0,4,11,0,3.0843847183205018,0.05191116966906284,2023-05-24 18:28:14.279677,North America,TV,0.5204643268597303
294,66,M,Basic,35,3.5194166787505274,8,0,0,0,0,3,24,1,4.907725667189261,0.8372812736990584,2023-05-25 18:28:14.279677,Latin America,Tablet,0.3358949705661418
295,19,M,Standard,48,7.719395862629058,8,0,1,1,1,3,15,1,1.6498408553473323,0.9380725967054112,2023-05-26 18:28:14.279677,Asia,Computer,0.3330893327610961
296,18,F,Standard,56,10.907133100569856,4,0,0,0,1,4,12,1,3.4026690708224225,0.993689192549669,2023-05-27 18:28:14.279677,Latin America,TV,0.3202574165644522
297,65,Other,Standard,59,12.975147329177823,1,0,0,0,0,0,4,0,2.9649551038040145,0.12526759413246513,2023-05-28 18:28:14.279677,Oceania,TV,0.3098681759398932
298,29,F,Standard,26,7.2128847344583935,1,1,0,0,0,4,23,0,1.7778653786307776,0.6132732693265346,2023-05-29 18:28:14.279677,Europe,Mobile,0.6528770690159503
299,22,M,Standard,57,7.93501088928283,2,1,0,0,0,1,3,1,3.999961728566814,0.1994586658841594,2023-05-30 18:28:14.279677,North America,TV,0.42644352464160434
300,54,M,Premium,12,5.366508455763446,9,1,1,0,0,4,20,0,2.102032079727981,0.262509640912599,2023-05-31 18:28:14.279677,Oceania,Computer,0.638672288019712
301,49,M,Basic,11,9.842804148126119,2,0,0,0,1,3,14,1,2.5268392763741665,0.745584338222858,2023-06-01 18:28:14.279677,Oceania,Tablet,0.4371650559317883
302,26,F,Premium,37,5.757856829045927,2,1,0,0,1,3,11,1,2.49932227835012,0.9776677176990604,2023-06-02 18:28:14.279677,North America,TV,0.5166620739375717
303,58,M,Standard,25,12.865639066206,6,1,1,0,0,1,18,1,1.9768178927517952,0.5948555014630229,2023-06-03 18:28:14.279677,North America,Tablet,0.48803720798701994
304,52,F,Basic,18,1.0706675403294437,7,0,0,0,1,1,20,0,2.7228213267936208,0.8505844698222473,2023-06-04 18:28:14.279677,Asia,Tablet,0.402444443463785
305,36,M,Basic,19,8.201851637737688,7,0,0,0,0,2,27,0,2.8933835237104732,0.008883803828827919,2023-06-05 18:28:14.279677,Latin America,Computer,0.4601891979636357
306,65,F,Basic,23,11.50553669595871,9,0,1,0,1,0,18,1,3.97688669123723,0.03663163984961926,2023-06-06 18:28:14.279677,Oceania,Mobile,0.3090005631718094
307,33,F,Standard,55,10.919172581612521,6,1,0,1,0,0,20,1,4.0602742975081485,0.5967243373258634,2023-06-07 18:28:14.279677,Asia,Mobile,0.3780247139250808
308,20,F,Standard,38,23.46516831990248,8,0,1,0,0,0,10,0,1.6342238731666483,0.38898310160043914,2023-06-08 18:28:14.279677,Asia,Tablet,0.3038884117692211
309,37,M,Standard,54,11.749000122839538,6,0,0,0,0,3,29,0,3.3710891973101282,0.8897578149731539,2023-06-09 18:28:14.279677,Oceania,TV,0.35502089648803214
310,41,M,Standard,18,4.9797270157899485,2,0,0,0,0,0,20,0,4.5847911931175815,0.30198191308573374,2023-06-10 18:28:14.279677,Oceania,Tablet,0.3698170550232104
311,50,M,Standard,26,9.522678764554636,1,0,0,1,1,2,5,1,1.4351464355382433,0.43205102750404745,2023-06-11 18:28:14.279677,Europe,Mobile,0.39845868619444724
312,41,F,Basic,6,1.1187683326677416,5,0,0,0,1,2,8,1,2.891656178136554,0.5279091978315682,2023-06-12 18:28:14.279677,Latin America,TV,0.41496245130892645
313,69,F,Basic,4,9.597001253516195,9,0,0,0,0,0,0,1,4.0014124896333705,0.27303883288624753,2023-06-13 18:28:14.279677,Oceania,Mobile,0.3064591393893212
314,28,F,Standard,44,5.834719714996207,8,0,0,0,1,1,11,0,3.445965337529373,0.9084948674532943,2023-06-14 18:28:14.279677,North America,Computer,0.2933674628277078
315,66,F,Basic,51,14.576951377800809,4,1,0,0,0,2,25,1,1.4023426263864955,0.46453358465809713,2023-06-15 18:28:14.279677,Europe,Mobile,0.5262868511980493
316,25,F,Basic,29,7.252298627022325,5,0,0,0,1,1,13,0,2.5864245014038896,0.42415560911901695,2023-06-16 18:28:14.279677,Latin America,TV,0.397797227500022
317,53,M,Standard,59,9.416170421023766,5,0,0,0,0,3,5,0,3.028957992867456,0.8497530489343326,2023-06-17 18:28:14.279677,North America,TV,0.33191037066341045
